model,category,part_number,normalized_part_number,description
C-72,Pre-Amplifier,KPE15,KPE15,CONNECTOR(15P)
PL-A35,Turntable,KRB-013-0,KRB-013,Operating instructions  PL-A35
PL-12E,Turntable,KRB-027-0,KRB-027,Operating instructions PL-12E
PL-A45,Turntable,KRB-030-0,KRB-030,Operating instructions  PL-A45
PL-51,Turntable,KRB-037-0,KRB-037,Operating instructions (PL-51)
PL-51A,Turntable,KRB-037-0,KRB-037,Operating instructions  PL-51A
PL-55/55D,Turntable,KRB-040-0,KRB-040,Operating instructions PL-55D
PL-15D,Turntable,KRB-041-0,KRB-041,Operating instructions PL-15D
PL-A505,Turntable,KRB-042-0,KRB-042,Operating instructions
PL-55/55D,Turntable,KRB-043-0,KRB-043,Operating instructions PL-55
PL-A45D,Turntable,KRB-062-0,KRB-062,"Operating instructions (P,PV,PVT model)"
PL-A45D,Turntable,KRB-066-0,KRB-066,Operating instructions (KT model)
PL-71,Turntable,KRB-069-A,KRB-069,Operating instructions PL-71
PL-50,Turntable,KSF-001-0,KSF-001,Microswitch
PL-55/55D,Turntable,KSF-008-0,KSF-008,Microswitch
PL-A35,Turntable,KSF-009-0,KSF-009,Microswitch
PL-A35,Turntable,KSF-009-0,KSF-009,Microswitch (A)
PL-A45,Turntable,KSF-009-0,KSF-009,Microswitch
PL-A45,Turntable,KSF-009-0,KSF-009,Microswitch (A)
PL-A45D,Turntable,KSF-009-0,KSF-009,Microswitch
PL-A45D,Turntable,KSF-009-0,KSF-009,Microswitch (A)
PL-A505,Turntable,KSF-009-0,KSF-009,Microswitch
PL-15D,Turntable,KSF-010-0,KSF-010,Microswitch
PL-A35,Turntable,KSF-010-0,KSF-010,Microswitch (Bl
PL-A45,Turntable,KSF-010-0,KSF-010,Microswitch (B)
PL-A45D,Turntable,KSF-010-0,KSF-010,Microswitch (B)
PL-A505,Turntable,KSF-010-0,KSF-010,Microswitch
PL-12E,Turntable,KSF-015-0,KSF-015,Microswitch
PL-51,Turntable,KSF-015-0,KSF-015,Microswitch
PL-510,Turntable,KSF-016,KSF-016,Microswitch
PL-510A,Turntable,KSF-016,KSF-016,Micro switch (FUNCTION - HGT)
PL-510A,Turntable,KSF-016,KSF-016,Microswitch (FUNCTION)
PL-510S,Turntable,KSF-016,KSF-016,Microswitch
PL-520,Turntable,KSF-016,KSF-016,Microswitch
PL-55X,Turntable,KSF-016-0,KSF-016,Microswitch (SPEED SELECTOR)
PL-570,Turntable,KSF-016,KSF-016,Microswitch (SPEED SELECTOR)
PLC-590,Turntable,KSF-016,KSF-016,Microswitch (START)
PL-A505,Turntable,KSF-019-0,KSF-019,"Microswitch (S1, S2, S3)"
PL-112D,Turntable,KSF-023,KSF-023,Microswitch
PL-117D,Turntable,KSF-023,KSF-023,Microswitch
PL-12DII,Turntable,KSF-023-0,KSF-023,Switch
PL-51,Turntable,KSF-023-0,KSF-023,Microswitch
PL-516,Turntable,KSF-023,KSF-023,Microswitch
PL-518,Turntable,KSF-023,KSF-023,Microswitch (HGT)
PL-518,Turntable,KSF-023,KSF-023,Microswitch (KCT)
PL-51A,Turntable,KSF-023-0,KSF-023,Microswitch
PL-520,Turntable,KSF-023,KSF-023,Microswitch
PL-530,Turntable,KSF-023,KSF-023,Microswitch
PL-530,Turntable,KSF-023,KSF-023,Microswitch
PL-55/55D,Turntable,KSF-023-0,KSF-023,Microswitch
PL-550,Turntable,KSF-023,KSF-023,Microswitch (Power)
PL-550,Turntable,KSF-023,KSF-023,Microswitch (Speed selector)
PL-55X,Turntable,KSF-023-0,KSF-023,Microswitch
PL-570,Turntable,KSF-023,KSF-023,"MECH 1 SW, MECH 2 SW Microswitch"
PL-570,Turntable,KSF-023,KSF-023,PUSH Microswitch
PL-71,Turntable,KSF-023-0,KSF-023,Microswitch
PLC-590,Turntable,KSF-023,KSF-023,Microswitch (POWER)
PL-A505,Turntable,KSF-024-0,KSF-024,Microswitch
PL-A35,Turntable,KSH-002-0,KSH-002,Slide switch
PL-A45,Turntable,KSH-002-0,KSH-002,Slide switch
PL-A45D,Turntable,KSH-002-0,KSH-002,Slide switch
PL-115D,Turntable,KSN-001,KSN-001,SWITCH(SPEED SELECT)
PL-55/55D,Turntable,KSN-001-A,KSN-001,Spring switch
PL-A35,Turntable,KSN-001-A,KSN-001,Switch
PL-A45,Turntable,KSN-001-A,KSN-001,Switch
PL-A45D,Turntable,KSN-001-A,KSN-001,Switch
PL-61,Turntable,KTT-003,KTT-003,Transformer (D?)
PL-61,Turntable,KTT-004,KTT-004,Transformer (FV)
PL-61,Turntable,KTT-005,KTT-005,Transformer (KL)
PL-51,Turntable,KTT-015-0,KTT-015,Power transformer
PL-51A,Turntable,KTT-015-0,KTT-015,Power transformer
PL-55/55D,Turntable,KTT-015-0,KTT-015,Transformer
PL-55X,Turntable,KTT-015-0,KTT-015,Transformer
PL-71,Turntable,KTT-015-0,KTT-015,Power transformer
PL-A35,Turntable,KWM-005-0,KWM-005,Lock lever unit
PL-A45,Turntable,KWM-005-0,KWM-005,Lock lever assembly
PL-A45D,Turntable,KWM-005-B,KWM-005,Lock lever assembly
PL-A35,Turntable,KWM-010-0,KWM-010,Auto-return panel unit
PL-A45,Turntable,KWM-010-0,KWM-010,Auto-return panel assembly
PL-A45D,Turntable,KWM-010-G,KWM-010,Auto-return panel assembly
PL-A35,Turntable,KWM-011-A,KWM-011,Cam plate
PL-A45,Turntable,KWM-011-A,KWM-011,Cam plate assembly
PL-A45D,Turntable,KWM-011-B,KWM-011,Cam plate assembly
PL-A35,Turntable,KWM-012-B,KWM-012,Return lever unit
PL-A45,Turntable,KWM-012-B,KWM-012,Return lever assembly
PL-A45D,Turntable,KWM-012-C,KWM-012,Return lever assembly
PL-A35,Turntable,KWM-013-0,KWM-013,Starting lever unit
PL-A45,Turntable,KWM-013-0,KWM-013,Starting lever assembly
PL-A45D,Turntable,KWM-013-0,KWM-013,Starting lever assembly
PL-A35,Turntable,KWM-014-C,KWM-014,Cum unit
PL-A45,Turntable,KWM-014-C,KWM-014,Cam unit
PL-A45D,Turntable,KWM-014-0,KWM-014,Carn unit
PL-A35,Turntable,KWM-015-A,KWM-015,Aluminum plate
PL-A45,Turntable,KWM-015-A,KWM-015,Aluminum plate
PL-A45D,Turntable,KWM-015-A,KWM-015,Aluminum plate assembly
PL-A35,Turntable,KWM-019-0,KWM-019,Function lever unit
PL-A45,Turntable,KWM-019-0,KWM-019,Function lever plate
PL-A45D,Turntable,KWM-019-0,KWM-019,Function lever plate
PL-12E,Turntable,KWM-026-0,KWM-026,Speed selector angle
PL-12E,Turntable,KWM-027-0,KWM-027,Function lever angle unit
PL-51,Turntable,KWR-030-A,KWR-030,Power supply circuit Ass'y
PL-51A,Turntable,KWR-030-E,KWR-030,Power supply circuit Ass‘y
PL-55/55D,Turntable,KWR-030-B,KWR-030,Power supply circuit assembly
PL-71,Turntable,KWR-030-E,KWR-030,Power supply circuit assembly
PL-A35,Turntable,KWX-002-A,KWX-002,Foot
PL-A35,Turntable,KXA-013-0,KXA-013,Spring hinge ass'y
PL-A35,Turntable,KXA-021-0,KXA-021,Weight (B)
PL-A35,Turntable,KXA-061-0,KXA-061,Weight (A)
PL-A35,Turntable,KXA-068-C,KXA-068,AUTO-RETURN ASSEMBLY
PL-A45,Turntable,KXA-068-K,KXA-068,AUTO-RETURN ASSEMBLY
PL-A35,Turntable,KXA-084-B,KXA-084,FUNCTION LEVER ASSEMBLY
PL-A45,Turntable,KXA-084-C,KXA-084,FUNCTION LEVER ASSEMBLY
PL-A45D,Turntable,KXA-084-C,KXA-084,FUNCTION LEVER ASSEMBLY
PL-12DII,Turntable,KXA-093-0,KXA-093,Belt guide assembly
PL-12E,Turntable,KXA-093-C,KXA-093,Belt guide assembly
PL-12E,Turntable,KXA-103-C,KXA-103,Head shell
PL-A35,Turntable,KXA-126-0,KXA-126,SPEED SELECTOR ASSEMBLY
PL-A45,Turntable,KXA-126-0,KXA-126,SPEED SELECTOR ASSEMBLY
PL-A45D,Turntable,KXA-126-0,KXA-126,SPEED SELECTOR ASSEMBLY
PL-A35,Turntable,KXA-127-C,KXA-127,Elevator arm ass'y
PL-A35,Turntable,KXA-129-A,KXA-129,Bottom cover ass'y
PL-A45D,Turntable,KXA-142-0,KXA-142,AUTO MECHANISM ASSEMBLY
PL-12E,Turntable,KXA-158-B,KXA-158,Spring (C) assembly
PL-12E,Turntable,KXA-158-B,KXA-158,Spring (C) assembly
PL-A45,Turntable,KXA-158-B,KXA-158,Spring (C) assembly
PL-A45D,Turntable,KXA-158-B,KXA-158,Spring (C) assembly
PL-A35,Turntable,KXA-199-A,KXA-199,Tonearm rest Assembly
PL-A35,Turntable,KXA-202-0,KXA-202,Tonearm miscellaneous parts
PL-12E,Turntable,KXA-208-C,KXA-208,Spring (G) assembly
PL-A45,Turntable,KXA-208-C,KXA-208,Spring (G) assembly
PL-A45D,Turntable,KXA-208-C,KXA-208,Spring (G) assembly
PL-12E,Turntable,KXA-209-B,KXA-209,Spring (A) assembly
PL-A505,Turntable,KXA-219-0,KXA-219,Spindle holder
PL-A505,Turntable,KXA-224-A,KXA-224,Plate D
PL-A505,Turntable,KXA-225-A,KXA-225,Plate C
PL-A505,Turntable,KXA-226-0,KXA-226,Lever F angle
PL-A505,Turntable,KXA-229-B,KXA-229,Push button
PL-A505,Turntable,KXA-230-E,KXA-230,Control switch base
PL-A505,Turntable,KXA-233-C,KXA-233,Plate
PL-51,Turntable,KXA-241-0,KXA-241,Arm rest assembly
PL-A45,Turntable,KXA-241-A,KXA-241,Tonearm rest assembly
PL-A45D,Turntable,KXA-241-A,KXA-241,Tonearm rest assembly
PL-55/55D,Turntable,KXA-244-C,KXA-244,Crank lever (A)
PL-55X,Turntable,KXA-244-C,KXA-244,Crank rod
PL-55/55D,Turntable,KXA-245-0,KXA-245,Auto-return mechanism unit
PL-55X,Turntable,KXA-245-F,KXA-245,Panel
PL-55/55D,Turntable,KXA-246-A,KXA-246,Rotator plate unit (A)
PL-A505,Turntable,KXA-251-B,KXA-251,Knob
PL-A505,Turntable,KXA-252-B,KXA-252,Selector knob
PL-A505,Turntable,KXA-262-B,KXA-262,Lever
PL-A505,Turntable,KXA-263-E,KXA-263,Cam
PL-A505,Turntable,KXA-264-A,KXA-264,Lever
PL-A505,Turntable,KXA-270-H,KXA-270,Panel
PL-A505,Turntable,KXA-272-C,KXA-272,Switch (S7)
PL-A505,Turntable,KXA-283-C,KXA-283,Plate
PL-A505,Turntable,KXA-286-B,KXA-286,Angle
PL-A505,Turntable,KXA-287-B,KXA-287,Angle
PL-A505,Turntable,KXA-293-0,KXA-293,speed selector assembly
PL-12DII,Turntable,KXA-296-A,KXA-296,Speed selector assembly
PL-12E,Turntable,KXA-296-0,KXA-296,Speed selector assembly
PL-A505,Turntable,KXA-308-0,KXA-308,Bearing assembly
PL-A505,Turntable,KXA-318-A,KXA-318,Actuator A
PL-A505,Turntable,KXA-320-E,KXA-320,Chassis
PL-12E,Turntable,KXA-331-C,KXA-331,Function lever assembly
PL-15D,Turntable,KXA-342-C,KXA-342,Drive cam unit
PL-15D,Turntable,KXA-344-C,KXA-344,Speed selector lever assembly
PL-15D,Turntable,KXA-345-B,KXA-345,Lever angle
PL-15D,Turntable,KXA-346-B,KXA-346,Belt guide assembly
PL-15D,Turntable,KXA-349-0,KXA-349,Cut button assembly
PL-15D,Turntable,KXA-352-F,KXA-352,Sub-panel
PL-15D,Turntable,KXA-353-B,KXA-353,Center shaft
PL-15D,Turntable,KXA-354-B,KXA-354,Lever
PL-15D,Turntable,KXA-391-B,KXA-391,Arm rest
PL-51,Turntable,KXA-392-0,KXA-392,Elevator arm
PL-51A,Turntable,KXA-392-0,KXA-392,Elevator arm
PL-A45,Turntable,KXA-392-0,KXA-392,Elevator arm Ass'y
PL-12E,Turntable,KXA-394-0,KXA-394,Elevation assembly
PL-15D,Turntable,KXA-399-A,KXA-399,Angle
PL-51,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-51A,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-55/55D,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-55/55D,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-55X,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-A45,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-A45D,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-A505,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-A505,Turntable,KXA-420-B,KXA-420,Lateral balance weight
PL-A505,Turntable,KXA-433-J,KXA-433,Anti-skating assembly
PL-12E,Turntable,KXA-439-B,KXA-439,Bottom plate assembly
PL-A505,Turntable,KXA-441-0,KXA-441,Lever D-connected angle eyeiet
PL-A505,Turntable,KXA-443-A,KXA-443,Lever A
PL-A505,Turntable,KXA-446-E,KXA-446,Disk A assembly
PL-A505,Turntable,KXA-449-B,KXA-449,Turntable platter
PL-A505,Turntable,KXA-449-B,KXA-449,Turntable platter assembly
PL-12E,Turntable,KXA-458-0,KXA-458,Main weight
PL-15D,Turntable,KXA-471-A,KXA-471,Motor panel
PL-A505,Turntable,KXA-478-F,KXA-478,Arm A
PL-A505,Turntable,KXA-479-G,KXA-479,Arm A assembly
PL-A505,Turntable,KXA-480-F,KXA-480,Disk C
PL-A505,Turntable,KXA-487-0,KXA-487,Selector lever
PL-A505,Turntable,KXA-495-0,KXA-495,Knob
PL-15D,Turntable,KXA-502-E,KXA-502,Anti-skating assembly
PL-55/55D,Turntable,KXA-502-F,KXA-502,Anti-skating assembly
PL-A45,Turntable,KXA-502-C,KXA-502,Anti-skating assembly
PL-15D,Turntable,KXA-513-0,KXA-513,PU plate assembly
PL-15D,Turntable,KXA-514-0,KXA-514,PU plate unit
PL-A45,Turntable,KXA-516-A,KXA-516,PU-linking plate unit
PL-A45D,Turntable,KXA-516-A,KXA-516,PU-linking plate unit
PL-A45,Turntable,KXA-517-A,KXA-517,PU-LINKING PLATE ASSEMBLY
PL-A45D,Turntable,KXA-517-A,KXA-517,PU-LINKING PLATE ASSEMBLY
PL-A505,Turntable,KXA-524-0,KXA-524,Autochanger spindle
PL-A505,Turntable,KXA-524-E,KXA-524,Auto-changer spindle
PL-15D,Turntable,KXA-566-A,KXA-566,Main weight
PL-15D,Turntable,KXA-566-A,KXA-566,Main weight
PL-51,Turntable,KXA-566-A,KXA-566,Main weight assembly
PL-51,Turntable,KXA-566-A,KXA-566,Main weight assembly
PL-51A,Turntable,KXA-566-A,KXA-566,Main weight assembly
PL-51A,Turntable,KXA-566-A,KXA-566,Main weight assembly
PL-A45,Turntable,KXA-566-A,KXA-566,Main weight
PL-A45,Turntable,KXA-566-A,KXA-566,Main weight
PL-A45D,Turntable,KXA-566-A,KXA-566,Main weight
PL-A45D,Turntable,KXA-566-A,KXA-566,Main weight
PL-51,Turntable,KXA-571-E,KXA-571,Terminal board assembly
PL-51A,Turntable,KXA-571-F,KXA-571,Termmal board assembly
PL-55/55D,Turntable,KXA-571-E,KXA-571,Output terminal assembly
PL-55X,Turntable,KXA-571-E,KXA-571,Output terminal assembly
PL-71,Turntable,KXA-571-F,KXA-571,Output terminal assembly
PL-A505,Turntable,KXA-571-0,KXA-571,Terminal assembly
PL-51A,Turntable,KXA-581-D,KXA-581,Lifter base
PL-51A,Turntable,KXA-582-A,KXA-582,Cam
PL-51A,Turntable,KXA-583-A,KXA-583,Lifter shaft angle
PL-51,Turntable,KXA-603-A,KXA-603,Spring hinge assembly
PL-51A,Turntable,KXA-603-B,KXA-603,Spring hinge assembly
PL-55/55D,Turntable,KXA-603-A,KXA-603,Spring hinge
PL-55X,Turntable,KXA-603-B,KXA-603,Hinge
PL-71,Turntable,KXA-603-A,KXA-603,Hinge assembly
PL-A45D,Turntable,KXA-603-A,KXA-603,Spring hinge
PL-570,Turntable,KXA-630,KXA-630,Headshell
PL-A45,Turntable,KXA-631-0,KXA-631,Bottom cover assembly
PL-51,Turntable,KXA-644-A,KXA-644,Operation mechanism assembly
PL-51,Turntable,KXA-660-0,KXA-660,Insulator (A)
PL-55/55D,Turntable,KXA-660-A,KXA-660,Insulator assembly A
PL-51,Turntable,KXA-661-0,KXA-661,Insulator (B)
PL-55/55D,Turntable,KXA-661-A,KXA-661,Insulator assembly B
PL-51A,Turntable,KXA-664-G,KXA-664,Operation mechanism assembly
PL-71,Turntable,KXA-688-0,KXA-688,Weight sleeve
PL-71,Turntable,KXA-689-A,KXA-689,Weight-fasten screw
PL-A505,Turntable,KXA-698-A,KXA-698,Tonearm stand
PL-A505,Turntable,KXA-704-A,KXA-704,Arm B
PL-A505,Turntable,KXA-705-A,KXA-705,Arm B assembly
PL-A505,Turntable,KXA-706-A,KXA-706,Disk C assembly
PL-A505,Turntable,KXA-709-A,KXA-709,Panel spring C
PL-A505,Turntable,KXA-714-A,KXA-714,Disk size selector assembly
PL-A505,Turntable,KXA-715-A,KXA-715,Selector lever
PL-15D,Turntable,KXA-720-0,KXA-720,Angle
PL-15D,Turntable,KXA-721-C,KXA-721,Elevation selector assembly
PL-A505,Turntable,KXA-727-0,KXA-727,Insulator assembly
PL-A505,Turntable,KXA-752-0,KXA-752,Shaft
PL-A505,Turntable,KXA-753-A,KXA-753,Arm rest
PL-55/55D,Turntable,KXA-756-0,KXA-756,Main weight
PL-55/55D,Turntable,KXA-756-0,KXA-756,Main weight
PL-55X,Turntable,KXA-756-0,KXA-756,Main weight
PL-A505,Turntable,KXA-756-0,KXA-756,Main weight
PL-A505,Turntable,KXA-756-0,KXA-756,Main weight
PL-A505,Turntable,KXA-757-0,KXA-757,Spring hinge
PL-55/55D,Turntable,KXA-758-0,KXA-758,Turn table platter
PL-55/55D,Turntable,KXA-758-0,KXA-758,Turntable platter
PL-55X,Turntable,KXA-758-B,KXA-758,Turntable platter
PL-55X,Turntable,KXA-759-0,KXA-759,Arm rest assemby
PL-55/55D,Turntable,KXA-760-0,KXA-760,Tone arm elevation assembly
PL-55X,Turntable,KXA-760-0,KXA-760,Elevation assembly
PL-55/55D,Turntable,KXA-761-0,KXA-761,Start lever assembly
PL-55X,Turntable,KXA-761-A,KXA-761,Start lever assembly
PL-55/55D,Turntable,KXA-762-0,KXA-762,Start lever base
PL-55/55D,Turntable,KXA-763-0,KXA-763,Start lever
PL-55/55D,Turntable,KXA-764-0,KXA-764,Stopper unit
PL-55X,Turntable,KXA-764-A,KXA-764,Stopper pin
PL-55/55D,Turntable,KXA-765-A,KXA-765,PU-plate assembly
PL-55X,Turntable,KXA-765-B,KXA-765,PU plate assembly
PL-55/55D,Turntable,KXA-766-A,KXA-766,Speed selector assembly
PL-55X,Turntable,KXA-767-C,KXA-767,Speed selector mech
PL-55/55D,Turntable,KXA-768-0,KXA-768,Elevation
PL-15D,Turntable,KXA-771-A,KXA-771,Sub-panel assembly
PL-55/55D,Turntable,KXA-774-0,KXA-774,Insulator assembly D
PL-55/55D,Turntable,KXA-775-A,KXA-775,Insulator assembly C
PL-15D,Turntable,KXA-778-0,KXA-778,Elevation base unit
PL-15D,Turntable,KXA-779-A,KXA-779,Elevation assembly
PL-55/55D,Turntable,KXA-784-0,KXA-784,Auto return assembly
PL-A505,Turntable,KXA-787-0,KXA-787,Elevation tip
PL-A505,Turntable,KXA-790-A,KXA-790,Control switch assembly
PL-A505,Turntable,KXA-791-0,KXA-791,Panel spring E
PL-A505,Turntable,KXA-792-0,KXA-792,Panel spring F
PL-51A,Turntable,KXA-796-B,KXA-796,lnsulator (G)
PL-71,Turntable,KXA-796-B,KXA-796,Insulator assembly (G)
PL-51A,Turntable,KXA-797-B,KXA-797,lnsulator (H)
PL-71,Turntable,KXA-797-B,KXA-797,Insulator assembly (H)
PL-15D,Turntable,KXB-008-0,KXB-008,Elevation
PL-15D,Turntable,KXB-012-0,KXB-012,Elevation unit
PL-A505,Turntable,KXB-014-0,KXB-014,Lever B
PL-71,Turntable,KXB-015-C,KXB-015,Strobo lamp cover
PL-A505,Turntable,KXB-016-0,KXB-016,Auto-changer mechanism
PL-71,Turntable,KXB-040-0,KXB-040,Function button assembly
PL-71,Turntable,KXB-041-0,KXB-041,Button A assembly (power OFF)
PL-71,Turntable,KXB-042-0,KXB-042,Button B assembly (speed selector)
PL-71,Turntable,KXB-063-F,KXB-063,Switch assembly
PL-55X,Turntable,KXB-162-C,KXB-162,Anti-skating assembly
PL-A45D,Turntable,KXB-162-A,KXB-162,Anti-skating assembly
PL-A45D,Turntable,KXB-209-B,KXB-209,Bottom cover assembly
PL-55X,Turntable,KXB-768-B,KXB-768,Elevation sheet
PL-A45D,Turntable,KXH-002-0,KXH-002,Parts box cover
PL-A35,Turntable,KXM-002-A,KXM-002,Warren motor
PL-A45,Turntable,KXM-002-A,KXM-002,Warren motor
PL-12E,Turntable,KXM-015-A,KXM-015,Motor
PL-51,Turntable,KXM-021-D,KXM-021,Motor
PL-51A,Turntable,KXM-021-G,KXM-021,Motor
PL-55/55D,Turntable,KXM-021-A,KXM-021,Motor
PL-55X,Turntable,KXM-021-G,KXM-021,Motor
PL-71,Turntable,KXM-021-G,KXM-021,Motor
PL-12DII,Turntable,KXM-024-A or KXM-015-E,KXM-024-A or KXM-015,Motor
PL-15D,Turntable,KXM-026-A,KXM-026,Motor
PL-A505,Turntable,KXM-034-A,KXM-034,Geared motor
PL-A505,Turntable,KXM-035-B,KXM-035,Phono motor
PL-A45D,Turntable,KXM-037-0,KXM-037,Warren motor
PL-A45D,Turntable,KXX-392-A,KXX-392,Elevator arm assembly
CT-F900,Cassette Tape,LD 8242,LD 8242,Fluorescent indicator tube (LEVEL METER)
CT-F950,Cassette Tape,LD8242,LD8242,Fluorescent indicator tube
SX-700T,Receiver,M10-014-0,M10-014,Dial Pulley
PL-50,Turntable,M11-158-A,M11-158,Vinyl cover
PL-25/F,Turntable,M11-657-0,M11-657,Main panel
PL-A25,Turntable,M11-663-A,M11-663,Main panel
SX-2500,Receiver,M15-327-A,M15-327,Lamps Box
CT-F6161,Cassette Tape,M15-414-A,M15-414,Shield case
CT-F6262,Cassette Tape,M15-414,M15-414,Shield case
SX-1500TD,Receiver,M16-043-0,M16-043,Joint
PL-A25,Turntable,M16-602-0,M16-602,Cable cramp
PL-25/F,Turntable,M16-606-0,M16-606,Output cable cramp
PL-A45D,Turntable,M16-606-0,M16-606,Cord fixer
PL-50,Turntable,M16-608-0,M16-608,Output cable fixed
PL-50,Turntable,M16-608-0,M16-608,Output cable fixer
PL-50,Turntable,M16-610-0,M16-610,Cable cramp
PL-55/55D,Turntable,M16-610-0,M16-610,Cord fixer
H-R9000,8-Track Tape,M16-624-0,M16-624,Lead Retainer
H-R9000,8-Track Tape,M16-624-0,M16-624,Lead Retainer
H-R99,8-Track Tape,M16-624-0,M16-624,Lead Retainer
QT-74,Reel To Reel Tape,M16-624-B,M16-624,Cord fixer
SX-1000TA (Later),Receiver,M21-060-0,M21-060,Front Panel
SX-700T,Receiver,M21-069-B,M21-069,Front Panel
SX-1500T,Receiver,M21-219-0,M21-219,Front panel
SX-1000TD,Receiver,M21-224-C,M21-224,Front Panel
SX-1000TW,Receiver,M21-224-C,M21-224,Front Panel
SX-1500T,Receiver,M21-228-A,M21-228,Front Panel (F)
SX-440,Receiver,M21-267-0,M21-267,Front Panel
SA-900,Integrated Amplifier,M21-269-B,M21-269,Front Panel
SX-440,Receiver,M21-271-0,M21-271,Plastic Panel
SA-700,Integrated Amplifier,M21-273-A,M21-273,Front Panel
TX-900,Tuner,M21-283,M21-283,FRONT PANEL ASSY
SA-500,Integrated Amplifier,M21-293-A,M21-293,Front Panel
SX-770,Receiver,M21-303-0,M21-303,Front Panel
SX-770,Receiver,M21-309-A,M21-309,Plastic Panel
SX-990,Receiver,M21-323-0,M21-323,Front Panel
TX-700,Tuner,M21-328,M21-328,FRONT PANEL
SX-1500TD,Receiver,M21-334-J,M21-334,Front Panel Ass'y
SX-1500TD,Receiver,M21-335-F,M21-335,Front Panel
SX-9000,Receiver,M21-354-A,M21-354,Front Panel Ass'y
SX-9000,Receiver,M21-355-A,M21-355,Front Panel
SX-9000,Receiver,M21-356-0,M21-356,Side Panel(R)
SX-9000,Receiver,M21-357-0,M21-357,Side Panel(L)
SX-9000,Receiver,M21-358-0,M21-358,Front Cover
SX-2500,Receiver,M22-009-O,M22-009,Washer M11
SX-1500TD,Receiver,M24-624-B,M24-624,Dial Pulley
SX-1000TA (Later),Receiver,M33-082-E,M33-082,Metal Case
SX-1000TD,Receiver,M33-082-E,M33-082,Metal case
SX-1000TW,Receiver,M33-086-F,M33-086,Metal Case
SX-440,Receiver,M33-086-0,M33-086,Wooden Case
SX-700T,Receiver,M33-086-C,M33-086,Metal Case
SX-1500T,Receiver,M33-105-D,M33-105,Metal case
SA-900,Integrated Amplifier,M33-113-A,M33-113,Metal case
TX-900,Tuner,M33-113,M33-113,METAL CASE
SA-700,Integrated Amplifier,M33-114-A,M33-114,Metal Cover
SA-500,Integrated Amplifier,M33-117-O,M33-117,Metal Cover
TX-700,Tuner,M33-122,M33-122,BONNET
SX-700T,Receiver,M41-085-0,M41-085,Dial Pulley (for tuning Capacitor)
SR-202W,Reverb,M42-009-0,M42-009,Pulley
SX-1000TA (Later),Receiver,M42-009-0,M42-009,Dial Pulley
SX-1000TD,Receiver,M42-009-A,M42-009,Dial Pully
SX-1000TW,Receiver,M42-009-A,M42-009,Dial Pully
SX-1500T,Receiver,M42-009-A,M42-009,Dial Puily
SX-1500TD,Receiver,M42-009-A,M42-009,Dial Pulley
SX-440,Receiver,M42-009-B,M42-009,Dial Pulley
SX-9000,Receiver,M42-009-B,M42-009,Dial Pulley
SX-440,Receiver,M42-018-E,M42-018,"Dial Pulley,for Tuning Capacitor"
TX-500,Tuner,M42-018,M42-018,DIAL DRUM
SX-9000,Receiver,M42-021-C,M42-021,Dial Pully for AM and FM Tuning Capacitor
SX-1000TA (Later),Receiver,M42-027-0,M42-027,Dial Pulley (for tuning capacitor)
SX-1000TD,Receiver,M42-027-0,M42-027,Dial Pully (for tuning capacitor)
SX-1000TW,Receiver,M42-027-0,M42-027,Dial pully (for tuning capacitor)
SX-1500T,Receiver,M42-027-0,M42-027,Dial Pully (for tuning capacitor)
SX-1500TD,Receiver,M42-027-A,M42-027,"Dial Pulley, for Tuning Capacitor"
SX-2500,Receiver,M42-027-C,M42-027,Dlal Pulley for Tuning Capacitor (large)
SX-9000,Receiver,M42-027-C,M42-027,Dial Pulley for FM Tuning Capacitor
SX-990,Receiver,M42-027-A,M42-027,Dial Pulley
QX-8000,Receiver,M42-041-C,M42-041,Dial Pulley
SX-770,Receiver,M42-041-C,M42-041,Dial Pulley (for Tuning Capacitor)
SX-9000,Receiver,M42-053-A,M42-053,Dial Pully for Reverberakion Control
SX-9000,Receiver,M42-054-0,M42-054,Dial Pulley (Small)
SX-2500,Receiver,M42-056-A,M42-056,Pulley (small)
SX-2500,Receiver,M42-056-C,M42-056,Dlal Pulley for Tuning Capacitor (small)
SX-2500,Receiver,M42-058-0,M42-058,AUTO TUNING Mechanism Ass‘y
QX-4000,Receiver,M42-071-G,M42-071,Tuning shaft ass’y
QX-646,Receiver,M42-071,M42-071,TUNING SHAFT
QX-646,Receiver,M42-071-H,M42-071,Dial shaft assembly
QX-8000,Receiver,M42-071-F,M42-071,Tuning Shaft Ass'v
QX-8000A,Receiver,M42-071-F,M42-071,Dial shaft ass'y
SX-424,Receiver,M42-071-F,M42-071,Dial shaft ass'y
SX-525,Receiver,M42-071-F,M42-071,Dial shaft ass'y
SX-626 (1971),Receiver,M42-071-F,M42-071,Dial shaft ass'v
SX-424,Receiver,M42-080-A,M42-080,Dial pulley
SX-626 (1971),Receiver,M42-080-A,M42-080,Dial pulley
